CODIGO MUNICIPIO;LATITUDE;LONGITUDE
430469;-29.26;-51.98
311265;-19.06;-41.85
220240;-4.45;-41.94
311270;-16.32;-43.71
220245;-8.48;-41.81
410460;-25.47;-53.61
150230;-1.74;-47.06
311280;-20.61;-46.04
351040;-22.99;-47.5
420395;-28.44;-48.95
430467;-30.14;-50.51
120017;-10.57;-67.67
260380;-8.73;-36.62
311290;-20.17;-42.27
430471;-29.79;-50.43
140020;1.81;-61.12
500280;-22.01;-57.02
220250;-9.27;-43.33
351050;-23.62;-45.41
311300;-17.18;-41.69
290689;-14.6;-41.33
410465;-24.91;-50.09
311310;-20.87;-43.73
311320;-20.95;-43.8
311330;-20.73;-42.02
330093;-22.18;-41.66
351060;-23.52;-46.83
311340;-19.79;-42.13
130100;-4.88;-66.89
240230;-5.79;-37.55
250407;-7.72;-36.49
220253;-3.47;-41.84
290690;-17.73;-39.26
430470;-28.28;-52.78
311350;-17.52;-43.01
290700;-11.94;-37.94
351070;-20.08;-49.91
330115;-21.48;-41.61
311360;-22.04;-45.69
130110;-3.76;-60.36
130115;-3.22;-59.82
320130;-20.26;-40.41
230300;-4.23;-39.19
220255;-7.73;-40.99
290710;-14.3;-43.76
280140;-10.36;-37.7
230310;-3.95;-40.47
170386;-11.89;-49.16
230320;-7.04;-39.28
230330;-6.53;-39.49
510279;-9.95;-55.83
410470;-23.42;-49.72
430480;-29.29;-51.5
311370;-17.7;-40.76
430485;-27.71;-51.91
311380;-19.08;-43.14
330120;-21.93;-42.6
311390;-21.46;-45.22
311400;-20.55;-44.87
311410;-22.12;-45.12
311420;-20.18;-44.77
311430;-19;-46.31
311440;-20.97;-46.11
520500;-15.35;-49.7
170388;-7.03;-48.39
280150;-10.64;-36.98
311450;-20.54;-44.63
260390;-7.8;-37.79
240240;-6.55;-36.59
240250;-5.34;-36.83
230340;-4.16;-40.94
260392;-8.32;-38.74
311455;-19.69;-50.68
270180;-9.48;-37.37
140023;0.88;-59.69
210280;-7.33;-47.46
260400;-7.85;-35.25
311460;-21.48;-44.64
250410;-7.03;-38.34
170389;-5.32;-48.03
260410;-8.28;-35.97
210290;-1.19;-46.02
311470;-21.77;-45.84
311480;-22;-44.46
351080;-21.77;-47.08
311490;-20.79;-43.93
290720;-9.16;-40.97
430490;-28.56;-51.97
311500;-18.57;-47.87
410480;-24.95;-53.45
230350;-4.13;-38.23
170390;-9.27;-49.95
430495;-28.26;-51.68
330130;-22.48;-42.2
260415;-7.74;-35.72
250415;-6.78;-35.82
311510;-20.58;-46.92
351090;-21.28;-47.16
500290;-19.11;-51.73
150240;-1.29;-47.92
510285;-11.13;-58.6
110090;-11.42;-61.95
520505;-18.09;-50.2
320140;-20.6;-41.18
220260;-5.32;-41.55
351100;-20.87;-51.48
410490;-24.79;-50.01
290730;-12.76;-39.42
311530;-21.38;-42.69
520510;-18.17;-47.94
351110;-21.13;-48.97
410500;-25.2;-53.15
420400;-27.07;-51.66
230360;-6.13;-39.87
311535;-20.07;-43.4
311540;-20.69;-43.49
260420;-8.66;-35.71
351120;-21.04;-49.05
250420;-7.12;-37.6
290740;-12.31;-44.86
250430;-6.34;-37.74
290750;-12.35;-38.37
430500;-28.25;-54.01
311545;-17.31;-41.51
230365;-4.64;-40.2
520520;-16.44;-49.49
290755;-13.32;-42.29
250435;-7.42;-36.02
311547;-15.35;-42.96
230370;-3.73;-38.65
520530;-13.79;-47.45
311550;-21.97;-44.93
420410;-27.16;-52.87
210300;-4.85;-43.35
430510;-29.16;-51.17
220265;-3.41;-41.89
240260;-5.63;-35.42
351130;-20.9;-49.26
210310;-2;-44.53
260430;-7.72;-39.23
230380;-6.6;-39.06
280160;-10.25;-36.88
311560;-19.14;-45.71
420415;-27.63;-51.33
430511;-27.76;-51.99
170410;-8.95;-47.33
410510;-22.82;-51.59
290760;-11.13;-42.11
311570;-18.76;-41.3
210312;-2.19;-44.82
311580;-18.58;-49.19
210315;-2.36;-46
210317;-2.1;-46.12
110005;-13.18;-60.81
520540;-15.3;-49.59
351140;-23.03;-49.16
351150;-23.16;-47.74
430512;-31.85;-52.81
410520;-24.82;-49.26
430513;-29.65;-52.93
240270;-6.04;-36.34
430515;-27.6;-53.16
430517;-30.59;-51.73
430520;-28.14;-54.73
420417;-27.79;-50.87
351160;-23.22;-47.95
410530;-25.14;-53.84
520545;-16.97;-49.77
260440;-8;-35.21
260450;-8.23;-35.46
270190;-9.25;-36.29
311590;-21.67;-43.22
311600;-20.04;-41.68
430530;-28.05;-53.06
170510;-11.61;-47.75
170460;-10.14;-49.13
311610;-17.08;-42.53
510300;-15.46;-55.75
311615;-15.3;-45.61
520547;-18.4;-52.54
420419;-27.59;-49.55
500295;-18.79;-52.62
210320;-3.74;-43.36
420420;-27.09;-52.61
351170;-22.51;-47.77
430535;-29.95;-51.62
430537;-27.95;-52.01
230390;-3.03;-41.24
355720;-23.03;-49.7
150250;-0.15;-49.98
311620;-22;-43.05
430540;-27.92;-53.94
410540;-25.85;-52.52
230393;-4.84;-39.14
230395;-4.3;-38.49
290770;-8.97;-39.09
430543;-33.69;-53.45
110092;-12.55;-60.9
430544;-30.75;-51.97
410550;-23.66;-52.6
290780;-10.6;-38.38
410560;-23.37;-52.94
520549;-16.07;-47.92
210325;-5.17;-47.78
430545;-30.16;-50.23
290790;-11.1;-38.51
311630;-20.9;-43.36
430550;-28.34;-51.87
311640;-20.39;-47.26
311650;-17.07;-44.2
510305;-11.51;-54.89
311660;-20.44;-44.76
351190;-21.55;-50.44
410570;-26.39;-52.47
290800;-14.64;-39.55
130120;-4.08;-63.14
220270;-3.47;-41.55
220271;-4.55;-41.97
420425;-28.6;-49.32
220272;-3.72;-41.44
510310;-14.39;-50.99
520551;-15.79;-48.77
290810;-14.18;-44.53
130130;-3.83;-62.05
210330;-4.45;-43.88
210340;-4.25;-43.01
311670;-20.85;-42.8
270200;-9.63;-36.57
220273;-5.09;-42.2
150260;-0.93;-48.28
320150;-19.53;-40.63
510320;-10.81;-55.45
351200;-20.71;-48.54
430558;-29.38;-51.86
210350;-6.02;-44.24
520552;-14.15;-48.07
170550;-8.05;-48.47
171670;-8.72;-48.76
510325;-9.45;-59.22
351210;-20.17;-48.68
410580;-25.29;-49.22
220275;-8.18;-43.79
220277;-7.23;-42.17
270210;-8.9;-35.72
430560;-28.52;-52.99
410590;-22.83;-51.97
110006;-13.11;-60.54
311680;-18.23;-42.84
170555;-12.79;-46.53
311690;-19.69;-49.08
330095;-22.02;-43.2
311700;-16.29;-41.79
510330;-13.66;-59.78
250440;-7.56;-38.5
311710;-21.09;-46.2
320160;-18.59;-39.73
311520;-21.12;-44.47
290820;-12.5;-38.99
311730;-19.91;-48.38
311720;-22.15;-45.45
311740;-19.92;-41.69
330140;-22.08;-41.86
290830;-12.8;-39.16
150270;-8.25;-49.26
220280;-7.87;-41.59
320170;-20.36;-41.24
290840;-11.56;-39.28
290850;-12.32;-38.76
210355;-3.83;-44.89
311750;-19.03;-43.42
311760;-19.75;-44.89
311770;-21.88;-45.08
170560;-12.21;-47.29
311780;-22.41;-45.79
351220;-22.32;-47.17
351230;-23.01;-48.01
420430;-27.23;-52.02
150275;-1.99;-47.94
250450;-6.9;-37.6
260460;-7.58;-35.1
290860;-11.81;-37.61
250460;-7.26;-34.9
290870;-14.89;-41.96
430570;-28.2;-53.48
311783;-15.29;-44.41
311787;-19.63;-43.98
510335;-10.64;-51.56
250470;-7.79;-36.65
311790;-22.15;-46.03
311800;-20.5;-43.85
311810;-18.8;-43.68
410600;-23.55;-50.55
311820;-19.93;-47.54
510336;-14.54;-59.54
311830;-20.65;-43.78
410610;-23.62;-50.16
311840;-19.17;-41.47
311850;-22.55;-45.92
430580;-27.73;-52.99
311860;-19.93;-44.05
410620;-25.67;-49.53
290880;-13.76;-41.04
311870;-21.18;-45.44
430583;-29.17;-52.09
270220;-9.63;-35.8
430585;-28.11;-52.78
311880;-16.68;-44.36
290890;-12.23;-38.75
410630;-24.79;-53.3
330150;-22.02;-42.36
351240;-22.48;-47.45
290900;-15.03;-41.93
420435;-26.98;-52.6
311890;-19.12;-44.32
311900;-21.79;-45.7
230400;-3.53;-40.65
250480;-7.01;-37.94
500310;-19.83;-54.82
290910;-13.82;-44.45
311910;-18.38;-44.45
410640;-23.18;-50.64
311920;-18.62;-42.28
351250;-21.35;-50.28
210360;-4.13;-44.12
311930;-18.47;-47.2
430587;-28.38;-54.06
430590;-27.71;-53.7
410645;-26.22;-52.03
240280;-6.38;-36.21
311940;-19.51;-42.62
420440;-26.9;-52.7
240290;-6.26;-38.44
290920;-10.28;-37.92
220285;-8.81;-42.51
351260;-23.63;-49.31
420445;-26.51;-52.66
311950;-16.61;-42.18
311960;-21.58;-43.26
430593;-29.27;-51.68
500315;-23.27;-55.52
410650;-25.97;-52.56
311970;-21.02;-44.22
311980;-19.82;-45.9
311990;-22.62;-46.02
520570;-16.29;-50.54
311995;-20.44;-45.55
312000;-19.83;-42.39
420455;-27.58;-50.36
220290;-10.44;-45.16
260470;-9.12;-36.33
290930;-13.34;-44.63
260480;-8.47;-35.54
500320;-18.5;-54.75
520580;-15.92;-48.8
520590;-18.14;-48.56
351270;-22.21;-47.62
410655;-24.1;-52.11
110007;-12.96;-60.88
420450;-26.42;-49.24
270230;-10.12;-36.17
351280;-22.64;-47.19
351290;-20.47;-49.77
110008;-12.44;-64.22
500325;-18.54;-53.12
290940;-12.02;-44.25
351300;-23.6;-46.91
430595;-28.99;-51.69
510337;-9.85;-58.41
170600;-8.28;-49.24
312010;-18.07;-43.47
430597;-28.12;-52.29
500330;-19;-57.65
250485;-7.62;-36.6
270235;-9.61;-36.76
230410;-5.17;-40.67
230420;-7.23;-39.4
351310;-21.34;-47.72
290950;-13.35;-39.81
420460;-28.67;-49.36
312015;-17.23;-40.91
290960;-11.51;-38.15
430600;-27.5;-54.1
312020;-20.87;-45.51
351320;-20.39;-47.41
430605;-31;-52.04
430607;-27.45;-53.24
170610;-10.6;-49.19
220300;-10.65;-45.18
312030;-16.79;-42.86
520620;-16.76;-47.61
312040;-20.83;-43.8
520630;-17.19;-48.7
312050;-22.21;-45.26
280170;-11.47;-37.75
220310;-8.81;-44.22
290970;-12.23;-44.42
520640;-14.54;-49.96
170625;-11.1;-48.91
230423;-4.4;-40.91
520650;-17.28;-49.38
312060;-20.38;-44.33
230425;-2.91;-40.17
430610;-28.63;-53.6
290980;-12.67;-39.1
250490;-7.13;-35.08
410680;-26.01;-51.34
351330;-22.67;-50.79
430613;-27.66;-52.64
351340;-22.57;-44.96
312070;-18.94;-46.67
410657;-25.61;-53.12
410660;-23.78;-53.07
120020;-7.63;-72.66
410670;-22.96;-52.16
430620;-29.51;-51.98
240300;-6.41;-36.79
312080;-21.83;-44.8
410685;-24.01;-51.45
351350;-23.89;-46.42
250500;-6.86;-36.35
510340;-15.59;-56.09
250510;-6.48;-36.15
250523;-6.91;-35.25
250520;-6.89;-35.52
110094;-9.36;-62.58
520660;-18.26;-48.15
260490;-8;-35.69
150276;-7.82;-50.77
280190;-10.35;-37.18
351360;-23.07;-44.95
420470;-26.89;-53.16
420475;-26.96;-53.09
312083;-18.96;-41.09
260500;-8.61;-35.95
290990;-8.99;-39.9
220320;-10.03;-44.3
150277;-6.09;-49.54
410690;-25.42;-49.27
420480;-27.28;-50.58
410700;-24.03;-50.45
220323;-9;-44.41
240310;-6.26;-36.51
250527;-6.71;-35.26
312087;-15.93;-41.84
220327;-7.83;-40.9
250530;-7.58;-38.19
150280;-1.81;-49.79
220325;-5.58;-42.77
150285;-1.88;-55.11
150290;-0.73;-47.85
210370;-1.82;-44.86
510343;-15.6;-57.91
312090;-18.75;-44.43
260510;-8.08;-37.64
160021;0.98;-50.8
520670;-14.56;-46.17
250535;-6.63;-35.9
520680;-16.25;-49.36
170650;-6.71;-47.75
291000;-14.43;-39.9
312100;-18.44;-43.65
430630;-28.38;-51.84
520690;-18.15;-47.56
210375;-5.55;-47.42
312110;-22.5;-45.27
312120;-20.34;-46.85
270240;-9.38;-37.99
312125;-19.97;-47.77
220330;-5.35;-42.67
510345;-14.73;-57.05
500345;-22.27;-54.16
230426;-5.91;-39.26
430632;-27.26;-53.86
351370;-21.9;-47.61
420490;-26.82;-53.5
312130;-21.45;-42.96
250540;-7.29;-37.09
312140;-20.65;-44.33
312150;-21.14;-43.51
430635;-28.21;-55.06
351380;-23.68;-46.62
250560;-7.42;-38.26
410710;-22.65;-52.86
410712;-25.04;-52.68
410715;-24.94;-54.1
312160;-18.24;-43.59
510350;-14.4;-56.44
170700;-11.62;-46.82
291005;-12.61;-38.29
430637;-29.7;-54.2
312170;-20.48;-43.19
312180;-19.84;-42.77
420500;-26.25;-53.63
520710;-16.23;-51.25
351385;-20.46;-50.6
220335;-9.33;-42.42
280200;-10.68;-37.14
312190;-20.98;-43
312200;-20.61;-42.14
312210;-18.77;-41.47
320180;-20.62;-41.68
351390;-21.66;-46.73
312220;-18.8;-42.59
312230;-20.13;-44.88
520830;-13.29;-46.39
170710;-9.8;-49.21
312235;-15.72;-41.34
312240;-21.51;-46.19
312245;-15.72;-41
351400;-21.51;-48.39
351410;-22.36;-48.38
430640;-29.57;-51.08
430642;-27.65;-53.53
500348;-20.68;-55.29
170720;-9.25;-49.06
430645;-28.98;-51.83
270250;-9.39;-37.1
410720;-25.73;-53.05
351420;-20.12;-50.51
510360;-15.81;-54.91
291010;-13.76;-41.77
312247;-16.65;-46.27
312250;-19.37;-42.1
150293;-4.28;-47.5
220340;-6.95;-41.64
430650;-30.7;-52.1
220345;-9;-41.97
312260;-18.96;-43.25
291020;-12.9;-39.19
430660;-30.98;-54.67
210380;-5.03;-44.43
430655;-29.36;-49.84
312270;-20.15;-42.96
312280;-22.25;-45.16
320190;-20.36;-40.65
220342;-4.25;-41.27
420510;-26.98;-49.72
312290;-21.31;-42.81
430670;-29.62;-53.35
250570;-6.61;-35.63
312300;-21.1;-44.02
312310;-19.05;-42.92
312320;-19.46;-45.6
320200;-20.68;-41.84
312330;-20.97;-43.18
312340;-20.28;-45.9
260515;-8.44;-40.77
500350;-22.04;-54.61
410725;-23.38;-53.29
351430;-22.1;-48.31
312350;-18.43;-47.6
500370;-22.22;-54.8
410730;-23.55;-52.21
430673;-27.5;-54.36
420515;-26.71;-49.48
430675;-29.08;-51.99
240320;-6.09;-38.37
412863;-24.56;-49.41
520725;-16.71;-52.31
351440;-21.48;-51.53
351450;-22.41;-49.4
330160;-22.05;-42.52
250580;-6.68;-35.41
170730;-11.34;-49.27
351460;-21.23;-47.97
210390;-4.15;-42.94
330170;-22.78;-43.31
312352;-20.2;-41.79
351470;-22.42;-50.2
320210;-18.37;-40.83
520735;-17.42;-49.66
520740;-17.33;-49.93
130140;-6.65;-69.87
500375;-23.78;-54.28
351480;-24.52;-48.1
430676;-30.08;-51.61
150295;-6.1;-49.35
220350;-6.2;-42.13
351490;-23.04;-47.37
220360;-8.09;-43.66
351492;-21.16;-49.11
291030;-12.94;-39.52
312360;-21.61;-45.56
250590;-7.1;-37.71
351495;-20.98;-48.83
351500;-23.64;-46.85
351510;-23.83;-46.81
351512;-21.83;-51.48
430680;-29.23;-51.86
240330;-6.11;-38.3
291040;-15.53;-40.9
430690;-30.54;-52.52
410740;-25.94;-53.16
410750;-23.79;-52.26
312370;-19.21;-42.04
351515;-22.48;-47.21
312380;-17.28;-43.95
330180;-22.54;-43.67
430692;-27.7;-52.91
312385;-19.62;-42.23
420517;-26.72;-52.56
291050;-11.94;-38.08
312390;-20.67;-44.06
410753;-24.7;-54.23
430695;-27.52;-52.73
430693;-28.36;-54.26
130150;-7.43;-70.02
120025;-11.02;-68.74
240340;-6.94;-36.71
430697;-27.85;-52.3
430700;-27.63;-52.27
230427;-6.03;-38.34
290050;-13.41;-42.13
420519;-28.98;-49.64
430705;-28.49;-52.57
430720;-27.39;-52.57
430730;-27.54;-53.5
420520;-27.27;-51.44
312400;-20.84;-42.65
260520;-8.35;-35.22
430740;-28.05;-51.18
312410;-19.76;-44.31
312420;-20.64;-41.9
250600;-7.02;-35.86
430745;-27.35;-53.99
410752;-23.72;-53.81
170740;-5.34;-48.51
220370;-3.9;-42.23
210400;-4.88;-44.68
410754;-25.42;-52.83
110009;-11.52;-61.01
312430;-14.92;-42.81
240350;-6.33;-35.3
312440;-22.04;-45.95
351518;-22.19;-46.74
351519;-22.69;-49.43
291060;-11.79;-37.94
430750;-28.72;-52.84
430755;-27.91;-52.25
280210;-11.26;-37.43
430760;-29.64;-51.17
430770;-29.86;-51.17
312450;-22.46;-46.01
355730;-22.27;-46.94
210405;-6.56;-47.45
430780;-29.5;-51.96
312460;-21.74;-42.46
270255;-9.39;-36.75
312470;-19.52;-45.78
351530;-22.48;-51.65
520750;-13.86;-49.07
312480;-18.74;-47.69
351520;-20.28;-50.4
430781;-29.17;-53.15
291070;-10.5;-39.01
351535;-22.56;-52.59
430783;-28.52;-54.14
312490;-21.09;-42.18
291072;-16.37;-39.58
230428;-3.89;-38.45
312500;-21.55;-43.5
312510;-22.85;-46.31
240360;-5.7;-35.3
260530;-7.51;-39.72
250610;-7.35;-35.77
430786;-28.88;-51.69
520753;-15.44;-50.36
312520;-21.4;-45.82
312530;-20.8;-42.02
230430;-6.93;-39.56
150300;-2.17;-56.74
410755;-24.1;-52.62
430790;-29.22;-51.34
351540;-23.38;-49.5
220375;-9.48;-42.79
170755;-10.76;-48.9
291075;-10.6;-38.21
500380;-22.37;-54.51
410760;-24;-51.31
430800;-29.57;-53.44
420530;-26.85;-52.25
430805;-27.42;-52.67
520760;-16.18;-50.77
410765;-25.65;-49.3
430807;-29.58;-51.82
120030;-8.16;-70.35
291077;-14.2;-44.28
291080;-12.26;-38.96
270260;-9.89;-36.67
280220;-10.26;-37.31
260540;-7.95;-35.38
210407;-6.96;-46.68
312540;-18.07;-43.24
240370;-5.6;-37.68
312560;-16.63;-40.76
312570;-18.75;-44.89
430810;-29.45;-51.3
270270;-10.29;-36.3
510370;-12.38;-54.91
410770;-23.91;-51.97
410773;-25.41;-50.54
312580;-19.15;-42.08
260545;-3.83;-32.41
210408;-6.15;-44.89
240375;-5.69;-36.53
351560;-21.26;-48.68
351550;-20.28;-50.24
351565;-22.35;-49.52
351570;-23.54;-46.36
160023;0.85;-51.18
260550;-7.44;-35.24
312590;-19.23;-43.02
312595;-20.72;-42.27
410775;-23.84;-50.4
500390;-18.68;-53.63
170765;-12.13;-49.17
510380;-15.44;-58.74
170770;-7.33;-47.49
291085;-10.74;-40.13
291090;-14.98;-39.92
520780;-16.58;-50.3
270280;-9.27;-35.71
410785;-26.25;-53.3
420535;-26.77;-53.34
351580;-21.67;-51.38
410780;-23.31;-52.3
240380;-6.12;-36.81
351590;-20.67;-50.14
260560;-7.86;-37.97
430820;-29.02;-51.18
520790;-14.44;-47.04
220380;-7.79;-42.92
410790;-23.59;-52.08
260570;-8.6;-38.56
291100;-14.85;-39.65
150304;-7.55;-49.71
220385;-7.46;-41.79
312600;-19.88;-44.43
410800;-22.86;-51.38
220390;-6.76;-43.02
430825;-27.86;-52.08
420540;-27.59;-48.54
410810;-23.08;-51.95
351600;-21.61;-51.17
351610;-22.9;-50.73
130160;-2.51;-66.09
430830;-28.98;-52.34
312610;-20.46;-45.42
430840;-30;-53.49
520800;-15.53;-47.33
210409;-6.43;-46.19
410820;-24.29;-53.31
291110;-11.04;-45.19
420543;-26.64;-52.79
520810;-13.65;-48.88
312620;-14.94;-46.23
170820;-11.79;-49.52
430843;-29.38;-52.09
230435;-3.79;-40.26
420545;-28.74;-49.47
230440;-3.71;-38.54
312630;-20.84;-46.71
170825;-9.05;-48.51
210410;-6.96;-46.17
430845;-28.79;-53.22
230445;-4.45;-37.79
210420;-5.73;-44.15
312640;-19.56;-44.44
410830;-25.54;-54.58
410845;-25.73;-52.11
420550;-27.02;-50.92
351620;-20.53;-47.4
220400;-6.39;-42.26
410832;-24.06;-53.84
220410;-6.62;-42.69
312650;-16.99;-42.35
410840;-26.08;-53.05
240390;-6.07;-38.11
312660;-17.31;-44.23
220415;-7.33;-40.78
351630;-23.28;-46.74
312670;-16.47;-43.48
220420;-6.99;-41.13
312675;-17.95;-42
351640;-23.32;-46.72
230450;-3.75;-40.81
430850;-27.35;-53.39
312680;-18.06;-41.42
312690;-18.54;-41.92
312695;-18.16;-42.76
250620;-6.4;-36.45
260580;-7.94;-35.91
280230;-10.54;-37.53
420555;-27.17;-50.8
312700;-20.26;-49.19
312705;-16.89;-40.92
220430;-7.08;-40.61
312707;-16.13;-42.53
312710;-20.02;-48.94
240400;-6.15;-37.84
320220;-19.93;-40.4
312720;-19.36;-44.05
351650;-21.53;-50.55
250625;-7.58;-35.79
351660;-22.29;-49.55
312730;-18.99;-41.53
240410;-5.09;-36.27
420560;-26.45;-52.68
260590;-8.58;-35.38
520815;-16.46;-48.67
312733;-15.08;-43.12
291120;-13.74;-39.48
260600;-8.89;-36.49
280240;-9.96;-37.08
351670;-22.21;-49.65
430860;-29.25;-51.53
420570;-28.02;-48.61
150307;-1.93;-47.05
430865;-28.18;-55.63
420580;-26.02;-48.85
420590;-26.93;-48.95
351680;-20.79;-50.18
510385;-13.24;-53.08
430870;-27.58;-52.09
291125;-11.47;-39.78
351685;-21.83;-48.49
220435;-7.15;-41.36
430880;-29.9;-51.75
510390;-15.71;-52.75
410850;-26.42;-51.31
280250;-10.68;-36.98
351690;-20.64;-50.36
230460;-4.05;-39.45
430885;-28.43;-52.03
291130;-11.42;-42.5
351700;-21.79;-49.92
430890;-27.88;-52.22
220440;-9.83;-45.34
270290;-9.88;-36.82
430900;-28.02;-54.34
312735;-16.85;-43.69
351710;-21.38;-50.21
291140;-9.33;-38.25
500400;-22.41;-54.23
260610;-8;-35.29
510395;-15.76;-58.35
430905;-29.88;-50.76
210430;-1.4;-45.77
410855;-24.17;-51.92
312737;-18.98;-41.22
260620;-7.56;-35
312738;-21.53;-43.2
520840;-16.51;-49.02
520850;-18.13;-48.08
520860;-15.31;-49.11
150309;-3.84;-49.09
520870;-16.67;-49.25
240420;-6.26;-35.2
520880;-16.49;-49.42
170830;-8.77;-48.93
520890;-15.93;-50.13
170900;-7.71;-47.31
520910;-18.01;-49.35
410860;-24.18;-53.02
410865;-25.19;-51.99
312740;-22.65;-45.85
210440;-5.15;-44.29
291150;-14.32;-39.46
312750;-18.82;-42.47
312760;-18.45;-43.74
520915;-18.44;-50.14
210450;-5.02;-44.27
420600;-27.31;-48.55
240430;-5.45;-37.52
210455;-5.74;-47.36
210460;-5.32;-44.24
110100;-10.6;-62.73
320225;-19.25;-40.46
210462;-5.46;-44.07
291160;-12.6;-39.04
210465;-3.42;-45.67
210467;-2.12;-45.88
312770;-18.85;-41.94
230465;-4.04;-40.75
210470;-5.4;-44.33
280260;-10.22;-37.19
210480;-5.81;-46.13
430910;-29.37;-50.87
430912;-27.44;-52.91
430915;-29.26;-52.57
410870;-24.14;-51.5
260630;-7.71;-39.61
230470;-3.11;-40.82
230480;-6.88;-39.21
312780;-16.55;-42.88
420610;-28.18;-49.21
260640;-8.2;-35.56
430920;-29.94;-50.99
420620;-28.33;-49.03
230490;-3.91;-40.38
240440;-4.98;-37.15
312790;-18.49;-47.72
430925;-28.54;-51.68
420630;-27.08;-48.98
320230;-20.77;-41.67
220450;-6.78;-43.56
430930;-30.11;-51.32
351720;-21.62;-49.79
351730;-21.9;-49.89
410880;-24.07;-54.25
351740;-20.31;-48.31
410890;-22.93;-52.68
230495;-4.03;-38.63
130165;-7.54;-72.58
110010;-10.78;-65.33
291165;-14.54;-41.93
240450;-5.1;-36.31
410895;-25.19;-50.8
291170;-14.22;-42.78
312800;-18.77;-42.93
312810;-20.76;-45.91
351750;-20.79;-49.22
351760;-24.18;-48.53
330185;-22.53;-42.98
410900;-23.51;-50.04
520920;-16.83;-49.53
430940;-28.84;-51.88
410910;-23.34;-52.77
351770;-20.42;-47.82
250630;-6.85;-35.49
351780;-21.02;-51.2
410920;-22.97;-51.65
351790;-20.49;-48.94
420640;-26.59;-53.51
312820;-20.57;-43
230500;-4.16;-40.74
312825;-17.01;-43.67
170930;-8.83;-48.5
520929;-15.61;-50.02
230510;-4.26;-38.93
420650;-26.47;-49
312830;-21.29;-46.8
312840;-21.35;-43.04
430950;-28.14;-54.55
520940;-13.93;-46.47
351800;-20.07;-50.33
410930;-25.1;-52.87
351810;-21.89;-49.59
510410;-9.78;-54.9
320240;-20.65;-40.51
410940;-25.39;-51.45
410950;-25.3;-48.32
312850;-21.73;-43.03
351820;-21.26;-50.64
351830;-23.41;-46.03
291180;-16.58;-39.78
351840;-22.81;-45.19
410960;-25.88;-48.57
312860;-17.77;-47.09
351850;-23.37;-48.18
351860;-21.36;-48.22
220455;-9.39;-43.68
520945;-14.73;-49.7
351870;-23.99;-46.25
420660;-26.38;-53.52
351880;-23.46;-46.53
420665;-27.13;-52.78
351885;-21.49;-48.03
312870;-21.3;-46.71
500410;-21.45;-56.11
312880;-21.15;-42.79
210490;-2.13;-44.6
312890;-18.84;-46.79
510420;-16.34;-53.75
312900;-21;-42.71
312910;-19.21;-49.78
250640;-7.12;-35.42
250650;-7.24;-36.48
150310;-1.4;-51.63
170950;-11.72;-49.06
351890;-20.64;-50.66
430955;-29.54;-51.42
520960;-15.71;-49.82
312920;-22.06;-45.54
291185;-10.68;-38.28
351900;-22;-50.38
430710;-32.02;-53.39
420670;-27.19;-51.49
430957;-29.4;-52.65
520970;-16.96;-49.22
230520;-4.4;-40.43
520980;-14.72;-49.46
351905;-22.63;-47.05
410965;-26.14;-52.38
230523;-4.09;-38.49
430960;-27.62;-54.3
351907;-22.85;-47.22
220460;-5.98;-42.55
430965;-31.4;-53.86
130170;-7.5;-63.02
430970;-27.56;-53.97
210500;-2.59;-43.46
351910;-21.88;-49.02
520990;-14.09;-46.63
351920;-21.85;-50.68
291190;-12.76;-40.21
312930;-19.43;-42.21
351925;-22.87;-49.16
260650;-9.04;-36.84
410970;-23.84;-50.18
430975;-29.41;-53.13
230526;-4.8;-38.75
351930;-21.95;-47.99
270300;-8.97;-35.93
320245;-20.23;-41.51
410975;-25.1;-53.01
312940;-21.43;-43.96
312950;-19.47;-46.53
430980;-28.05;-51.85
312960;-16.86;-44.91
420675;-27.18;-51.23
230530;-3.92;-40.88
250660;-7.5;-38.4
291200;-14.25;-42.25
291210;-14.86;-39.58
420680;-27.09;-51.36
291220;-13.41;-41.28
291230;-14.84;-39.98
230533;-4.97;-38.63
260660;-8.54;-37.68
291240;-11.64;-42.01
291250;-12.88;-42.48
410980;-23.26;-51.04
291260;-12.65;-40.93
351940;-21.07;-49.24
312965;-15.66;-44.16
312970;-20.46;-47.12
320250;-19.83;-40.36
430990;-28.37;-51.63
260670;-8.58;-36.17
420690;-27.05;-49.51
291270;-14.16;-39.37
291280;-17.68;-40.1
430995;-28.62;-52.51
351950;-22.81;-50.07
291290;-14.06;-39.64
312980;-20.02;-44.05
431000;-28.62;-53.09
291300;-12.65;-42.21
351960;-21.75;-48.82
320255;-20.54;-41.66
291310;-11.54;-41.97
312990;-22.06;-46.43
313000;-21.15;-44.74
351970;-23.65;-47.22
291320;-12.18;-43.22
230535;-4.71;-37.35
420700;-28.71;-49.29
313005;-16.21;-44.9
410990;-23.39;-53.61
210510;-2.77;-44.06
351980;-20.34;-49.19
291330;-11.74;-39.19
230540;-6.4;-38.86
320260;-20.79;-40.81
240460;-5.82;-35.55
351990;-22.66;-51.07
270310;-9.53;-36.63
291340;-13.77;-42.71
352000;-22.5;-48.55
250260;-7.18;-38.14
352010;-20.03;-47.74
313010;-20.06;-44.3
210515;-3.66;-45.22
210520;-4.58;-44.85
150320;-1.12;-47.61
150330;-1.97;-48.95
260680;-7.83;-34.9
